,009A13,044A02,044A03,044A09,044A11,044A15
0,0.0,0.040833333333333326,0.019999999999999997,131.2166666666666,0.004166666666666667,3.1008333333333327
1,0.005454545454545455,0.05727272727272728,0.019999999999999997,109.96636363636365,0.0018181818181818182,3.1554545454545457
2,0.010909090909090908,0.07454545454545454,0.021818181818181816,130.64181818181817,0.007272727272727273,3.2100000000000004
3,0.01833333333333333,0.10666666666666665,0.045000000000000005,99.19416666666667,0.0075,3.1275
4,0.024545454545454547,0.1409090909090909,0.07636363636363636,91.55545454545454,0.026363636363636363,3.1645454545454546
5,0.03166666666666667,0.16249999999999998,0.09666666666666666,96.17500000000001,0.054166666666666675,3.0716666666666668
6,0.039090909090909086,0.17454545454545453,0.11090909090909093,80.76545454545455,0.07181818181818181,3.1363636363636362
7,0.04545454545454545,0.18545454545454543,0.13,95.64909090909092,0.08363636363636363,3.109090909090909
8,0.053333333333333344,0.17999999999999997,0.1458333333333333,84.04333333333335,0.09749999999999999,3.0849999999999995
9,0.06000000000000001,0.18636363636363634,0.1609090909090909,77.18727272727273,0.11454545454545456,3.0927272727272723
10,0.06000000000000002,0.1925,0.18249999999999997,70.08500000000001,0.12250000000000001,3.143333333333333
11,0.06750000000000002,0.1991666666666667,0.19833333333333333,74.77500000000002,0.14500000000000002,3.2099999999999995
12,0.07000000000000002,0.2090909090909091,0.2081818181818182,65.25545454545455,0.15727272727272726,3.1636363636363636
13,0.07000000000000002,0.22000000000000003,0.20909090909090908,63.26727272727273,0.1718181818181818,3.1636363636363636
14,0.07583333333333332,0.22500000000000006,0.21,53.37166666666668,0.16999999999999996,3.1841666666666675
15,0.07999999999999999,0.22363636363636366,0.2163636363636364,62.3018181818182,0.17454545454545453,3.0127272727272727
16,0.07999999999999999,0.2281818181818182,0.22000000000000003,53.32909090909092,0.17545454545454542,3.1545454545454548
17,0.07999999999999999,0.22090909090909092,0.22727272727272727,51.22909090909092,0.17999999999999997,3.173636363636364
18,0.07999999999999999,0.21583333333333335,0.24000000000000007,41.970000000000006,0.19416666666666668,3.2191666666666663
19,0.07999999999999999,0.2175,0.24666666666666667,35.769166666666656,0.1975,3.1758333333333333
20,0.07999999999999999,0.20363636363636362,0.25,40.77181818181817,0.20272727272727273,3.2045454545454546
21,0.08333333333333331,0.21333333333333335,0.25,52.59000000000001,0.2091666666666667,3.1833333333333336
22,0.07545454545454548,0.18909090909090906,0.24000000000000005,65.82363636363637,0.19999999999999998,3.0745454545454547
23,0.0691666666666667,0.15083333333333337,0.24000000000000007,54.725000000000016,0.19583333333333333,3.1199999999999997
24,0.06090909090909092,0.13454545454545455,0.24000000000000005,47.021818181818205,0.19999999999999998,3.210909090909091
25,0.06000000000000002,0.15166666666666664,0.23083333333333333,36.548333333333325,0.18999999999999997,3.0683333333333334
26,0.04818181818181817,0.1590909090909091,0.23363636363636361,26.00363636363636,0.19454545454545452,3.1727272727272724
27,0.039999999999999994,0.13666666666666671,0.21250000000000002,13.222499999999998,0.19166666666666665,3.2166666666666672
28,0.039999999999999994,0.1527272727272727,0.17909090909090905,14.813636363636363,0.17999999999999997,3.260909090909091
29,0.042727272727272725,0.19818181818181815,0.16727272727272727,30.49000000000001,0.14545454545454548,3.113636363636364
30,0.05272727272727273,0.23,0.17545454545454542,31.512727272727282,0.13363636363636366,3.1727272727272733
31,0.04166666666666666,0.18999999999999997,0.17833333333333332,63.73,0.13916666666666663,3.168333333333333
32,0.04545454545454545,0.13272727272727278,0.16999999999999996,36.51363636363637,0.14818181818181816,3.2209090909090907
33,0.049999999999999996,0.12916666666666668,0.17916666666666667,39.31250000000001,0.13583333333333333,3.234166666666667
34,0.049999999999999996,0.15727272727272726,0.21454545454545454,70.99272727272728,0.14636363636363636,3.2209090909090907
35,0.04545454545454544,0.15545454545454543,0.24000000000000005,54.34909090909091,0.1709090909090909,3.149090909090909
36,0.039999999999999994,0.1791666666666666,0.2091666666666667,32.752500000000005,0.2025,3.1841666666666675
37,0.039999999999999994,0.19545454545454544,0.1636363636363636,27.027272727272724,0.17909090909090905,3.1818181818181817
38,0.043333333333333335,0.21083333333333334,0.1583333333333333,43.31666666666666,0.13666666666666663,3.1149999999999998
39,0.051818181818181826,0.24363636363636362,0.1718181818181818,58.15727272727274,0.13,3.2100000000000004
40,0.06000000000000002,0.25333333333333324,0.1775,59.25500000000002,0.13833333333333334,3.106666666666667
41,0.059090909090909104,0.25,0.19363636363636363,59.46454545454548,0.14090909090909093,3.075454545454545
42,0.054166666666666675,0.24250000000000002,0.21250000000000002,59.929166666666674,0.16416666666666666,3.2083333333333335
43,0.049999999999999996,0.24000000000000005,0.23,70.71181818181819,0.17545454545454542,3.209090909090909
44,0.054166666666666675,0.23916666666666672,0.2558333333333333,68.575,0.18833333333333335,3.1616666666666666
45,0.06000000000000001,0.23363636363636367,0.27545454545454556,58.27181818181819,0.2109090909090909,3.1463636363636365
46,0.06000000000000002,0.25416666666666665,0.275,80.44916666666668,0.22333333333333338,3.1508333333333334
47,0.06000000000000001,0.23363636363636361,0.2636363636363636,71.61909090909091,0.21727272727272728,3.002727272727273
48,0.06000000000000002,0.24250000000000002,0.25999999999999995,52.225833333333334,0.21916666666666665,3.116666666666667
49,0.06090909090909092,0.24000000000000005,0.25999999999999995,35.885454545454536,0.21,3.1090909090909093
50,0.07000000000000002,0.23545454545454544,0.2636363636363636,48.780909090909084,0.2109090909090909,3.1818181818181817
51,0.06750000000000002,0.2333333333333334,0.2791666666666668,59.72500000000002,0.21000000000000005,3.0766666666666667
52,0.0681818181818182,0.24181818181818182,0.27454545454545454,77.18454545454546,0.24090909090909093,3.222727272727273
53,0.0681818181818182,0.23454545454545456,0.2800000000000001,98.66000000000003,0.2318181818181818,3.2209090909090907
54,0.06000000000000001,0.21818181818181823,0.2890909090909091,71.78636363636365,0.23454545454545456,3.1754545454545453
55,0.06166666666666668,0.21583333333333335,0.29,116.01333333333336,0.23750000000000004,3.0933333333333337
56,0.06000000000000001,0.19999999999999998,0.29,106.61363636363636,0.2381818181818182,3.1627272727272735
57,0.06000000000000002,0.19166666666666665,0.29749999999999993,119.24666666666666,0.23749999999999996,3.1074999999999995
58,0.06000000000000001,0.19999999999999998,0.29818181818181816,160.9763636363636,0.2445454545454546,3.127272727272727
59,0.06000000000000002,0.1875,0.29,282.53999999999996,0.24000000000000002,3.1575
60,0.06000000000000001,0.16999999999999996,0.29454545454545455,188.6436363636364,0.23363636363636367,3.0999999999999996
61,0.06000000000000002,0.16999999999999996,0.2800000000000001,117.68000000000002,0.2366666666666667,3.1816666666666666
62,0.06000000000000002,0.15999999999999998,0.28500000000000003,113.30499999999996,0.23833333333333337,3.2191666666666663
63,0.05090909090909091,0.14727272727272728,0.2872727272727273,59.17909090909093,0.23636363636363633,3.166363636363636
64,0.04583333333333333,0.13416666666666666,0.25750000000000006,96.645,0.23500000000000001,3.084166666666667
65,0.044545454545454534,0.13909090909090913,0.23363636363636361,195.40090909090907,0.2109090909090909,3.2509090909090914
66,0.039999999999999994,0.13727272727272724,0.2281818181818182,336.11181818181814,0.18727272727272723,3.0672727272727274
67,0.031666666666666676,0.12833333333333333,0.23750000000000004,123.61833333333335,0.18333333333333332,3.0766666666666667
68,0.030000000000000006,0.12272727272727275,0.24000000000000005,55.25909090909093,0.19727272727272727,3.22
69,0.019999999999999997,0.10833333333333335,0.24749999999999997,27.90833333333333,0.20083333333333334,3.276666666666666
70,0.019999999999999997,0.09909090909090908,0.23909090909090913,24.924545454545456,0.1990909090909091,3.127272727272727
71,0.019999999999999997,0.09083333333333332,0.19583333333333333,4.365833333333333,0.19499999999999998,3.1941666666666664
72,0.012727272727272726,0.08999999999999998,0.1627272727272727,5.4363636363636365,0.15818181818181817,3.1572727272727277
73,0.009999999999999998,0.08545454545454544,0.1463636363636364,5.1000000000000005,0.13090909090909095,3.1536363636363642
74,0.009999999999999998,0.07181818181818184,0.13636363636363635,2.654545454545455,0.11727272727272729,3.1536363636363642
75,0.009999999999999998,0.07000000000000002,0.12750000000000003,21.4475,0.10416666666666669,3.108333333333333
76,0.009999999999999998,0.07000000000000002,0.12000000000000002,10.438181818181818,0.09636363636363635,3.183636363636363
77,0.009999999999999998,0.07000000000000002,0.1191666666666667,12.6,0.09083333333333332,3.06
78,0.009999999999999998,0.06333333333333335,0.11000000000000003,4.159999999999999,0.08666666666666666,3.109166666666667
79,0.009999999999999998,0.07000000000000002,0.11000000000000001,59.51909090909091,0.08363636363636362,3.0927272727272723
80,0.025833333333333337,0.08583333333333332,0.10083333333333334,64.775,0.07916666666666665,3.0366666666666666
81,0.030000000000000006,0.10454545454545454,0.09999999999999999,65.88363636363637,0.07818181818181817,3.0936363636363637
82,0.030000000000000006,0.11636363636363639,0.09999999999999999,86.9027272727273,0.07363636363636367,3.2290909090909095
83,0.03000000000000001,0.08999999999999998,0.10666666666666669,65.295,0.07250000000000002,3.2024999999999992
84,0.030000000000000006,0.07999999999999999,0.12727272727272726,41.2309090909091,0.07818181818181817,3.1363636363636362
85,0.03416666666666666,0.08416666666666667,0.14166666666666664,42.38666666666668,0.09999999999999999,3.1816666666666666
86,0.03727272727272728,0.10727272727272728,0.16636363636363635,39.23818181818181,0.11090909090909093,3.1454545454545455
87,0.039999999999999994,0.14583333333333331,0.18833333333333332,37.90500000000001,0.125,3.0691666666666664
88,0.039999999999999994,0.1836363636363636,0.18181818181818177,52.7618181818182,0.14363636363636365,3.1209090909090906
89,0.049999999999999996,0.2025,0.18666666666666665,37.070000000000014,0.14083333333333337,3.0675000000000003
90,0.06000000000000001,0.1918181818181818,0.19363636363636363,32.59272727272728,0.13909090909090907,2.9863636363636363
